stop_id,type,flow,bus,ad,time,out_degree,in_degree
43932,normal,0,2889985,a,53851,1,1
43932,normal,0,2889985,d,53856,1,1
41296,normal,0,2889985,a,53945,1,1
41296,normal,0,2889985,d,53950,1,1
46332,normal,0,2889985,a,53986,1,1
46332,normal,0,2889985,d,54008,1,1
46411,normal,0,2889985,a,54021,1,1
46411,normal,0,2889985,d,54026,1,1
43933,normal,0,2889985,a,54034,1,1
43933,normal,0,2889985,d,54038,1,1
43934,normal,0,2889985,a,54065,1,1
43934,normal,0,2889985,d,54100,1,1
46501,normal,0,2889985,a,54127,1,1
46501,normal,0,2889985,d,54132,1,1
46502,normal,0,2889985,a,54165,1,1
46502,normal,0,2889985,d,54182,1,1
43935,normal,0,2889985,a,54211,1,1
43935,normal,0,2889985,d,54238,1,1
43936,normal,0,2889985,a,54270,1,1
43936,normal,0,2889985,d,54272,1,1
43938,normal,0,2889985,a,54281,1,1
43938,normal,0,2889985,d,54298,1,1
41946,normal,0,2889985,a,54386,1,1
41946,normal,0,2889985,d,54390,1,1
41948,normal,0,2889985,a,54476,1,1
41948,normal,0,2889985,d,54480,1,1
46601,normal,0,2889985,a,54504,1,1
46601,normal,0,2889985,d,54510,1,1
42246,normal,0,2889985,a,54525,1,1
42246,normal,0,2889985,d,54528,1,1
42252,normal,0,2889985,a,54539,1,1
42252,normal,0,2889985,d,54542,1,1
42250,normal,0,2889985,a,54554,1,1
42250,normal,0,2889985,d,54558,1,1
42253,normal,0,2889985,a,54578,1,1
42253,normal,0,2889985,d,54586,1,1
42255,normal,0,2889985,a,54609,1,1
42255,normal,0,2889985,d,54628,1,1
42257,normal,0,2889985,a,54646,1,1
42257,normal,0,2889985,d,54668,1,1
41644,normal,0,2889985,a,54685,1,1
41644,normal,0,2889985,d,54688,1,1
42783,normal,0,2889985,a,54719,1,1
42783,normal,0,2889985,d,54722,1,1
42781,normal,0,2889985,a,54757,1,1
42781,normal,0,2889985,d,54760,1,1
42780,normal,0,2889985,a,54772,1,1
42780,normal,0,2889985,d,54790,1,1
42778,normal,0,2889985,a,54808,1,1
42778,normal,0,2889985,d,54816,1,1
42774,normal,0,2889985,a,54850,1,1
42774,normal,0,2889985,d,54932,1,1
42772,normal,0,2889985,a,54947,1,1
42772,normal,0,2889985,d,54966,1,1
42770,normal,0,2889985,a,54992,1,1
42770,normal,0,2889985,d,55008,1,1
42768,normal,0,2889985,a,55026,1,1
42768,normal,0,2889985,d,55030,1,1
42766,normal,0,2889985,a,55049,1,1
42766,normal,0,2889985,d,55096,1,1
42788,normal,0,2889985,a,55128,1,1
42788,normal,0,2889985,d,55144,1,1
42786,normal,0,2889985,a,55161,1,1
42786,normal,0,2889985,d,55166,1,1
42776,normal,0,2889985,a,55175,1,1
42776,normal,0,2889985,d,55182,1,1
42470,normal,0,2889985,a,55199,1,1
42470,normal,0,2889985,d,55208,1,1
42468,normal,0,2889985,a,55218,1,1
42468,normal,0,2889985,d,55234,1,1
42466,normal,0,2889985,a,55243,1,1
42466,normal,0,2889985,d,55258,1,1
42478,normal,0,2889985,a,55276,1,1
42478,normal,0,2889985,d,55290,1,1
42476,normal,0,2889985,a,55308,1,1
42476,normal,0,2889985,d,55318,1,1
42474,normal,0,2889985,a,55335,1,1
42474,normal,0,2889985,d,55350,1,1
42472,puit,0,2889985,a,53288,0,1
42472,normal,0,2889985,a,55367,2,1
42472,normal,0,2889985,d,55388,1,1
42425,puit,0,2889985,a,53288,0,1
42425,normal,0,2889985,a,55389,2,1
42425,normal,0,2889985,d,55392,1,1
42423,puit,0,2889985,a,53288,0,1
42423,normal,0,2889985,a,55406,2,1
42423,normal,0,2889985,d,55414,1,1
42421,puit,0,2889985,a,53288,0,1
42421,normal,0,2889985,a,55423,2,1
42421,normal,0,2889985,d,55426,1,1
41757,puit,0,2889985,a,53288,0,1
41757,normal,0,2889985,a,55460,2,1
41757,normal,0,2889985,d,55464,1,1
41755,puit,0,2889985,a,53288,0,1
41755,normal,0,2889985,a,55474,2,1
41755,normal,0,2889985,d,55498,1,1
42722,puit,0,2889985,a,53288,0,1
42722,normal,0,2889985,a,55579,2,1
42722,normal,0,2889985,d,55588,1,1
42720,puit,0,2889985,a,53288,0,1
42720,normal,0,2889985,a,55604,2,1
42720,normal,0,2889985,d,55630,1,2
42716,puit,0,2889985,a,53288,0,1
42716,normal,0,2889985,a,55645,2,1
42716,normal,0,2889985,d,55658,1,1
